Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Positioning,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach(GK),Command Of Area(GK),Communication(GK),Eccentricity(GK),Handling(GK),Kicking(GK),One On Ones(GK),Reflexes(GK),Rushing Out(GK),Punching(GK),Throwing(GK),Height,Weight,Left Foot,Right Foot,World reputation,Date of birth,Salary,pics,video,preferred_foot,both,left,right,AMC,AML,AMR,DC,DL,DM,DR,MC,ML,MR,ST,WBL,WBR,cluster
Calvin Bassey,DL,24,136,150,"Nigeria,England,Italy",AFC Ajax,9,14,12,7,12,7,14,7,14,12,10,9,13,12,12,13,13,13,11,10,12,12,11,8,13,12,11,14,12,10,12,15,16,17,19,18,10,11,9,5,13,2,3,1,3,2,2,3,2,3,1,2,185,78,20,8,4994,1999/12/31,29999.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Christian Nørgaard,DM,29,136,139,Denmark,Brentford,9,10,12,8,13,9,12,9,8,13,14,8,14,14,14,13,14,14,15,15,13,13,12,14,12,15,15,16,11,11,12,14,15,12,16,12,15,3,14,11,16,3,1,2,2,4,1,3,1,1,1,3,187,76,12,20,5750,1994/3/10,46397.0,,,right,False,False,True,0,0,0,0,0,True,0,0,0,0,0,0,0,['DM_0']
Leandro Cabrera,DC,32,136,145,"Uruguay,Spain",Espanyol,4,8,6,4,8,7,13,8,18,15,8,5,15,8,16,12,18,11,16,9,12,18,6,14,8,15,18,18,10,10,9,16,9,14,14,16,17,14,8,11,15,1,1,3,3,3,1,2,1,2,3,1,188,82,20,10,5300,1991/6/17,14410.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
Wataru Endô,DM,30,136,137,Japan,VfB Stuttgart,8,10,11,8,12,7,12,8,9,12,13,8,16,13,15,14,15,13,15,12,12,15,10,15,13,14,17,16,12,13,12,12,15,12,15,12,16,8,15,8,17,2,3,3,3,2,2,2,2,3,3,2,178,76,11,20,4999,1993/2/9,10000.0,,,right,False,False,True,0,0,0,0,0,True,0,0,0,0,0,0,0,['DM_0']
Silvan Widmer,DR,30,136,140,Switzerland,1. FSV Mainz 05,4,12,11,9,12,3,12,9,17,12,12,7,13,12,13,13,14,12,12,11,12,16,11,15,14,12,15,17,14,12,13,11,18,15,16,12,16,12,15,9,13,3,3,2,2,3,2,3,1,2,3,1,183,79,11,20,5300,1993/3/5,30684.0,,,right,False,False,True,0,0,0,0,0,0,True,0,0,0,0,0,0,['DR_0']
Nicolás Domínguez,"DM,MC",25,136,149,"Argentina,Italy",Bologna FC 1909,6,10,11,9,15,7,13,11,5,9,15,10,16,15,14,14,15,13,12,14,13,16,14,10,13,12,14,16,12,13,11,11,15,12,17,11,15,14,13,7,12,2,3,1,4,1,3,3,3,1,3,3,179,73,10,20,6000,1998/6/28,17307.0,,,right,False,False,True,0,0,0,0,0,True,0,True,0,0,0,0,0,"['DM_1', 'MC_2']"
Arturo Vidal,MC,36,136,176,Chile,FLA,7,10,11,14,14,11,16,14,5,13,15,15,16,15,20,13,19,14,13,12,11,18,13,16,14,13,16,18,10,11,16,13,15,10,12,13,12,14,16,12,14,3,1,3,2,1,1,2,3,1,4,3,180,75,12,20,6298,1987/5/22,49200.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Jon Moncayola,"DM,MC",25,136,150,"Spain,Pays Basque",Atlético Pamplona,11,10,9,10,12,9,11,14,6,9,14,12,13,13,14,15,16,11,15,14,12,14,10,13,13,14,16,14,14,12,12,12,14,13,15,13,14,10,13,7,16,1,3,3,3,4,1,3,1,2,1,3,180,73,12,20,3350,1998/5/13,15875.0,,,right,False,False,True,0,0,0,0,0,True,0,True,0,0,0,0,0,"['DM_1', 'MC_2']"
Jorge Cuenca,DC,24,136,161,Spain,Villarreal,6,6,7,6,14,6,14,8,9,14,12,6,15,12,12,14,13,13,13,11,14,14,7,9,7,15,13,13,14,11,12,14,14,14,12,15,12,9,12,8,5,1,1,1,3,1,3,1,1,2,3,2,189,76,20,9,4650,1999/11/17,18738.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
Ángel Romero,AMR,31,136,140,Paraguay,CD Cruz Azul,7,10,12,13,13,14,12,10,7,7,12,10,8,14,15,13,17,13,12,13,13,17,15,12,14,10,13,14,13,14,11,10,16,13,16,11,11,13,14,9,11,3,1,3,2,3,3,3,3,2,3,2,176,70,12,20,3533,1992/7/4,21398.0,,,right,False,False,True,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_0']
Jérôme Boateng,DC,35,136,175,"Germany,Ghana",Olympique Lyonnais,4,11,10,6,13,5,11,6,11,15,15,6,15,13,12,16,12,16,12,14,14,11,11,14,5,15,12,10,10,9,15,17,8,10,7,15,14,9,16,11,10,3,2,1,2,2,1,1,1,2,1,3,190,94,16,20,6400,1988/9/3,95889.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Mikel Balenziaga,DL,35,136,141,"Spain,Pays Basque",A. Bilbao,11,13,11,7,12,12,10,10,12,14,12,7,15,12,13,14,15,13,14,10,13,13,11,9,13,12,14,15,13,12,12,11,9,13,14,13,13,10,10,8,9,2,3,4,3,2,1,1,3,1,2,4,177,77,20,12,5300,1988/2/29,17903.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Sebastián Driussi,AML,27,136,144,"Argentina,Italy",Austin FC,13,14,14,14,14,12,11,12,7,6,13,14,9,15,12,12,11,13,12,13,13,14,13,9,14,8,11,11,14,14,13,9,14,14,13,12,13,5,13,8,13,3,2,3,2,2,3,2,3,3,1,1,179,82,9,20,5477,1996/2/9,44926.0,,,right,False,False,True,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_0']
Bryan Mbeumo,AMR,24,136,152,"Cameroon,France",Brentford,11,13,14,13,11,9,10,13,6,6,13,13,6,13,12,12,14,12,12,13,12,14,14,7,13,8,14,16,15,13,12,8,14,15,13,12,13,8,12,6,13,1,1,3,1,1,1,1,1,1,3,2,171,70,20,8,5750,1999/8/7,52196.0,,,left,False,True,False,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_1']
Max Kilman,DC,26,136,155,"England,Russia,Ukraine",Wolverhampton Wanderers,4,11,13,6,13,10,16,7,7,14,14,2,14,15,7,15,12,14,11,13,12,15,11,6,11,12,12,12,14,13,13,15,11,14,13,14,14,10,13,10,13,1,3,1,3,1,1,2,4,3,2,3,194,89,20,13,5500,1997/5/23,34798.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
Baghdad Bounedjah,ST,32,136,140,Algeria,Al-Sadd Sports Club,6,9,13,15,15,9,15,14,7,6,12,17,5,15,14,15,14,16,12,14,15,13,12,9,14,8,12,14,14,14,15,14,13,15,15,14,12,7,10,8,8,2,2,3,2,1,1,2,2,2,2,2,183,76,6,20,4948,1991/11/30,69684.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Adrián Embarba,AMR,31,136,142,Spain,Almería,11,15,14,12,12,10,8,12,10,5,13,10,5,13,13,15,12,14,14,13,14,12,13,11,14,8,10,13,14,15,13,7,13,14,13,10,13,7,14,11,12,1,3,1,3,1,2,2,2,2,3,3,173,64,12,20,5300,1992/5/7,14657.0,,,right,False,False,True,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_0']
Jonathan Schmid,"DR,WBR",33,136,136,France,Sport-Club Freiburg,13,14,12,13,11,15,8,10,13,10,12,10,11,12,16,12,14,10,12,10,11,16,13,8,14,10,14,16,14,13,15,11,17,13,14,11,13,8,14,6,16,1,4,3,2,2,1,2,1,2,2,3,180,81,10,20,4922,1990/6/22,15384.0,,,right,False,False,True,0,0,0,0,0,0,True,0,0,0,0,0,True,"['DR_1', 'WBR_0']"
Roger Martí,ST,32,136,142,Spain,Elche,6,10,11,16,13,9,13,12,7,6,11,16,8,13,12,15,13,14,14,12,14,14,14,9,16,7,16,14,13,13,12,10,16,13,14,11,14,8,13,7,10,3,1,1,1,1,2,1,1,2,1,2,179,74,12,20,4550,1991/1/3,19657.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Amine Harit,AMC,26,136,153,"Morocco,France",FC Schalke 04,14,11,17,11,15,14,5,10,3,8,15,12,8,17,12,12,9,13,11,16,12,12,17,4,13,8,12,12,15,16,12,8,13,14,12,7,12,6,12,8,15,1,2,1,1,3,1,3,1,1,1,3,180,67,10,20,5800,1997/6/18,95889.0,,,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Kevin Vogt,DC,32,136,141,Germany,TSG Hoffenheim,6,9,8,5,10,7,12,7,15,12,14,5,13,11,13,12,14,14,13,10,15,15,7,15,9,13,16,12,12,8,13,16,13,16,14,16,15,11,13,9,15,2,1,2,3,2,2,3,3,1,3,1,194,85,12,20,5250,1991/9/23,44109.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Rodrigo Caio,DC,30,136,144,"Brazil,Italy",FLA,6,8,11,9,13,8,16,8,8,15,13,9,14,14,12,12,14,12,11,11,12,14,11,12,12,14,13,12,13,13,12,16,9,14,14,11,13,13,13,14,15,2,2,2,2,3,2,3,3,3,3,1,183,74,10,20,4997,1993/8/17,20406.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Ryan Gauld,AMC,28,136,146,Scotland,Vancouver Whitecaps FC,15,16,14,13,16,13,7,11,5,6,15,12,12,16,6,14,11,13,14,16,14,14,10,7,15,11,14,15,14,14,15,5,12,13,11,8,12,4,13,8,14,2,2,2,1,3,2,3,1,3,4,2,169,61,20,7,4354,1995/12/16,43918.0,,,left,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_0']
Nils Petersen,ST,35,136,136,Germany,Sport-Club Freiburg,6,8,9,17,11,8,15,12,5,7,9,16,7,10,9,17,12,15,17,9,10,13,8,10,15,7,12,14,11,12,11,14,14,12,15,13,14,5,14,7,5,2,3,3,1,3,3,3,2,2,4,3,188,83,15,20,6100,1988/12/6,10331.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Max Kruse,ST,35,136,149,Germany,VfL Wolfsburg,14,12,12,15,16,13,13,13,3,4,15,19,4,16,12,12,9,16,11,15,14,9,14,11,15,5,8,8,11,12,15,9,16,12,12,12,12,7,16,10,15,1,3,1,1,3,1,1,1,1,2,3,180,86,20,13,6100,1988/3/19,76711.0,,,left,False,True,False,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_1']
Nico,MC,21,136,155,Spain,Barcelona,6,8,11,9,15,8,12,10,5,12,14,8,13,14,13,14,12,15,14,14,14,14,14,11,12,14,13,12,12,13,14,13,15,13,14,13,15,6,15,5,15,1,3,3,2,1,2,3,1,3,1,3,187,81,12,20,4400,2002/1/3,12848.0,https://img.a.transfermarkt.technology/portrait/header/255942-1661353022.jpg?lm=1,https://www.youtube.com/watch?v=N-wbFFE6rWA,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Alex Telles,DL,31,136,155,"Brazil,Italy",Manchester UFC,17,17,13,12,14,15,10,14,12,11,12,18,12,14,15,13,17,13,13,13,12,14,14,14,13,9,13,10,14,14,14,13,14,14,13,11,13,13,15,7,13,2,2,3,1,1,1,4,1,1,3,3,181,73,20,8,6190,1992/12/15,115992.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Axel Disasi,DC,25,136,148,France,AS Monaco,5,6,8,6,11,5,16,5,10,14,11,8,14,10,12,13,15,12,12,10,13,13,6,12,10,13,12,14,13,11,14,15,14,14,15,18,14,12,13,8,8,2,2,3,2,4,1,3,3,2,2,3,190,86,8,20,4750,1998/3/11,17260.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Emmanuel Dennis,AMR,26,136,145,Nigeria,Nottingham Forest,9,12,14,13,13,9,9,10,5,6,12,14,8,14,14,12,16,14,10,7,9,12,14,8,10,5,10,10,18,15,12,7,13,18,13,13,8,12,12,5,10,1,3,3,2,3,3,4,4,1,1,3,175,66,6,20,5250,1997/11/15,46397.0,,,right,False,False,True,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_0']
Johan Mojica,WBL,31,136,142,"Colombia,Spain",Villarreal,13,13,14,9,12,13,11,10,12,9,13,6,11,13,14,12,12,10,10,12,10,13,13,7,14,11,11,13,16,14,14,10,17,17,15,11,7,11,13,12,14,1,1,2,3,1,3,4,3,2,1,3,179,66,20,8,4718,1992/8/21,16393.0,,,left,False,True,False,0,0,0,0,0,0,0,0,0,0,0,True,0,['WBL_1']
Steven Nzonzi,DM,35,136,155,"France,Democratic Republic of Congo",Al-Rayyan Sports Club,4,5,12,7,15,8,14,11,5,14,15,8,13,15,6,15,15,17,13,16,13,12,10,11,15,15,15,10,8,10,16,18,18,13,12,16,15,10,15,4,13,2,2,3,3,2,2,3,2,3,1,1,196,90,12,20,5800,1988/12/15,231983.0,,,right,False,False,True,0,0,0,0,0,True,0,0,0,0,0,0,0,['DM_0']
Youcef Belaïli,AML,31,136,145,Algeria,AC Ajaccio,11,13,15,13,15,12,8,14,4,7,14,12,7,15,13,14,11,12,12,13,14,10,12,10,13,11,12,12,14,14,12,9,12,14,13,11,12,10,14,9,12,1,3,1,3,1,3,3,1,2,3,2,178,75,10,20,4750,1992/3/14,22595.0,,,right,False,False,True,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_0']
Issa Diop,DC,26,136,150,"France,Senegal,Morocco",Fulham,3,3,11,6,11,5,16,9,8,13,10,4,15,11,14,14,12,12,12,9,13,15,3,14,11,14,13,14,14,13,14,17,16,14,13,16,14,13,14,5,7,2,2,3,3,3,2,3,3,3,3,2,194,92,5,20,5750,1997/1/9,75395.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Pedrinho,MC,31,136,138,Portugal,MKE Ankaragücü,13,13,11,10,12,14,7,13,8,10,14,13,13,13,15,12,16,13,14,15,13,15,10,14,12,12,16,16,12,14,16,6,16,12,15,11,17,7,13,7,17,2,1,3,2,3,3,1,1,2,1,3,170,68,11,20,5500,1992/12/20,34999.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Allan1,DM,26,135,140,Brazil,ATM,13,12,13,9,13,12,7,12,6,13,16,10,12,15,17,13,16,15,12,16,13,15,13,11,15,13,14,15,14,13,14,7,13,13,13,11,12,15,12,5,11,3,3,4,3,1,1,3,2,3,3,3,172,70,20,9,4053,1997/3/3,11182.0,,,left,False,True,False,0,0,0,0,0,True,0,0,0,0,0,0,0,['DM_2']
Tony Nwakaeme,AML,34,135,136,Nigeria,Al-Fayha Club,8,13,17,13,15,8,11,14,9,5,15,11,5,17,13,15,13,15,12,16,14,12,18,10,14,5,13,13,12,12,16,11,17,12,11,15,15,4,15,7,8,3,2,2,2,3,1,2,4,2,2,3,185,80,10,20,5353,1989/3/21,57692.0,,,right,False,False,True,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_0']
Dominic Solanke,ST,26,135,150,"England,Nigeria",AFC Bournemouth,5,10,12,14,14,8,12,10,7,7,11,12,8,15,13,13,13,13,11,11,12,12,12,5,15,9,14,17,14,12,13,14,17,14,13,14,13,8,12,8,7,2,2,1,1,3,2,3,2,2,1,2,187,74,12,20,5300,1997/9/14,52196.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Youcef Atal,DR,27,135,140,Algeria,OGC Nice,10,12,15,11,13,8,7,11,10,10,12,10,12,15,15,12,12,11,10,12,11,15,14,10,14,10,13,15,15,14,10,6,12,15,14,9,10,13,1,16,15,2,1,2,2,3,2,3,1,1,3,2,176,64,8,20,5750,1996/5/17,34496.0,,,right,False,False,True,0,0,0,0,0,0,True,0,0,0,0,0,0,['DR_0']
Jesper Lindstrøm,AMC,23,135,151,Denmark,Eintracht Frankfurt,12,11,14,12,13,12,7,13,7,8,13,12,10,13,9,13,12,12,11,13,13,13,13,8,14,9,12,15,15,14,11,8,15,15,13,8,12,7,12,5,12,3,1,3,1,2,3,3,2,1,4,3,182,66,11,20,4500,2000/2/29,21999.0,,,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Hans Vanaken,AMC,31,135,135,Belgium,Club Brugge KV,13,11,12,13,13,13,15,13,8,8,15,14,8,13,14,11,13,16,14,17,16,12,14,14,16,11,14,14,9,14,10,14,15,9,14,13,15,12,12,8,12,1,2,2,1,2,1,4,3,1,1,3,195,77,10,20,5250,1992/8/24,79999.0,,,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Ganso,AMC,34,135,150,Brazil,FLU,13,14,16,11,16,13,8,14,8,7,16,12,7,17,12,13,10,13,12,17,14,7,16,12,13,7,13,11,11,12,12,10,10,11,11,11,11,6,13,11,10,2,3,3,3,3,3,3,1,2,2,3,184,78,20,12,4011,1989/10/12,17891.0,,,left,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_0']
Adrien Tameze,MC,29,135,139,"France,Cameroon",Hellas Verona,5,9,12,10,13,5,11,11,7,11,13,9,14,13,13,14,14,12,14,12,14,14,10,8,14,12,16,17,13,14,15,10,16,14,16,13,14,7,12,6,17,1,1,4,3,1,4,2,1,3,3,1,180,78,9,20,5200,1994/2/4,12308.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Riccardo Orsolini,AMR,26,135,143,Italy,Bologna FC 1909,14,13,15,12,14,14,11,14,5,4,12,13,4,15,15,14,14,11,11,11,10,16,15,11,13,5,11,14,15,14,13,11,14,15,14,13,12,7,14,4,14,2,2,2,3,1,1,2,3,1,3,3,183,73,20,9,5497,1997/1/24,39231.0,,,left,False,True,False,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_1']
Valentin Rosier,DR,27,135,145,"France,Guadeloupe",Beşiktaş A.Ş.,8,14,15,10,14,5,11,6,12,13,13,4,13,15,17,13,14,13,14,13,13,14,14,7,14,12,14,13,14,14,13,9,14,14,15,12,12,14,14,8,14,1,2,1,2,1,4,3,3,1,2,3,175,71,10,20,5594,1996/8/19,48075.0,,,right,False,False,True,0,0,0,0,0,0,True,0,0,0,0,0,0,['DR_0']
Ben Johnson,DR,23,135,150,England,West Ham United,6,13,12,10,12,5,11,9,11,14,10,3,14,12,12,14,14,13,14,10,13,14,8,11,13,15,15,14,13,14,13,12,11,13,14,12,11,5,12,13,15,2,2,1,1,1,1,2,2,2,3,2,183,67,13,20,5233,2000/1/24,34798.0,,,right,False,False,True,0,0,0,0,0,0,True,0,0,0,0,0,0,['DR_0']
Lorenzo Melgarejo,AML,33,135,143,Paraguay,Club Libertad,10,10,14,14,15,9,13,11,10,11,11,12,10,14,13,13,12,12,11,11,9,16,13,5,13,10,14,13,15,13,13,11,9,14,13,9,12,8,12,12,18,3,1,3,1,2,2,3,1,2,1,2,178,75,20,9,5613,1990/8/10,8498.0,,,left,False,True,False,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_1']
Nicolò Casale,DC,25,135,149,Italy,S.S. Lazio,4,8,9,5,11,5,13,5,11,14,11,5,16,11,13,15,13,14,16,9,13,15,4,11,8,14,12,14,13,11,14,14,13,14,15,14,14,8,12,10,12,1,3,2,2,1,3,4,2,1,1,2,191,82,9,20,4400,1998/2/14,35577.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Mateusz Klich,MC,33,135,145,Poland,Leeds United,10,10,9,12,13,11,7,13,4,10,14,16,11,13,15,13,15,13,12,14,12,17,12,13,13,11,16,20,11,10,13,11,18,12,19,11,13,10,14,4,10,2,2,1,1,3,3,3,1,3,3,3,183,84,11,20,5750,1990/6/13,40597.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Krzysztof Piątek,ST,28,135,145,Poland,Hertha Berlin,6,8,11,16,13,9,14,12,7,6,9,17,9,12,11,17,14,16,15,9,12,13,10,12,15,7,11,11,12,13,16,13,14,12,13,14,12,8,10,4,7,2,1,1,2,1,1,1,3,2,3,2,183,77,10,20,5750,1995/7/1,96154.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Hwang Hee-Chan,AML,27,135,140,South Korea,Wolverhampton Wanderers,8,10,14,14,10,8,11,10,6,6,11,12,8,12,16,12,14,12,12,13,11,15,13,8,14,9,15,16,15,14,13,11,13,14,14,12,10,7,11,14,12,3,3,3,1,2,2,3,2,3,1,1,177,77,13,20,5850,1996/1/26,63795.0,,,right,False,False,True,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_0']
Joseba Zaldua,DR,31,135,145,"Spain,Pays Basque",Cádiz,6,12,12,6,11,10,14,9,13,14,13,3,14,13,13,14,15,14,14,12,14,13,9,12,13,14,16,15,12,12,14,6,12,13,15,14,17,11,12,11,10,4,2,2,1,2,3,4,2,3,2,1,176,71,10,20,4250,1992/6/24,13612.0,,,right,False,False,True,0,0,0,0,0,0,True,0,0,0,0,0,0,['DR_0']
Leander Dendoncker,MC,28,135,147,Belgium,Aston Villa,9,9,11,8,11,10,16,11,10,13,14,10,14,11,14,15,14,12,15,11,14,12,10,12,12,13,15,15,13,13,14,15,12,12,14,12,16,12,14,8,13,1,3,2,1,2,2,1,2,1,3,1,188,76,9,20,6000,1995/4/15,86994.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Hwang In-Beom,MC,27,135,140,South Korea,Olympiacos SF Piraeus,13,11,14,10,14,12,8,10,5,12,14,11,8,16,12,14,10,14,14,14,16,15,12,11,14,12,18,17,13,14,12,8,11,11,13,8,15,6,16,11,10,3,1,3,4,3,2,1,3,3,1,3,177,70,10,20,5000,1996/9/20,23653.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Vitolo,AML,34,135,156,Spain,A. Madrid,9,12,15,12,14,9,12,12,5,9,15,13,9,14,13,13,14,12,12,13,14,15,14,13,15,7,16,16,12,12,13,12,9,12,13,13,10,8,16,16,14,2,1,1,2,3,2,1,2,1,3,2,184,80,13,20,5900,1989/11/2,81506.0,,,right,False,False,True,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_0']
Noa Lang,AML,24,135,145,"Holland,Suriname",Club Brugge KV,11,14,15,13,15,11,9,12,5,6,14,11,6,15,16,12,16,14,11,14,13,10,16,7,14,8,13,14,14,14,10,10,14,13,12,9,11,9,8,4,14,3,1,2,2,3,3,2,2,2,3,1,179,68,12,20,5494,1999/6/17,29999.0,,,right,False,False,True,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_0']
Christoph Kramer,DM,32,135,144,Germany,Borussia Mönchengladbach,8,8,11,8,13,12,12,9,4,13,13,7,15,13,15,14,17,15,14,12,14,15,10,14,11,14,18,17,10,10,14,13,13,12,17,12,13,10,14,12,14,3,3,2,1,4,2,3,2,3,2,3,191,80,12,20,5746,1991/2/19,67122.0,,,right,False,False,True,0,0,0,0,0,True,0,0,0,0,0,0,0,['DM_0']
Paul Jaeckel,"DC,DM",25,135,139,Germany,1. FC Union Berlin,4,8,7,6,11,4,14,9,10,15,12,5,15,12,12,15,15,11,13,11,12,14,5,9,6,14,14,13,12,11,13,15,14,14,13,14,14,9,13,7,7,3,2,3,4,2,2,3,3,3,1,3,189,84,10,20,3847,1998/7/22,6711.0,,,right,False,False,True,0,0,0,True,0,True,0,0,0,0,0,0,0,"['DC_0', 'DM_0']"
Vitaliy Mykolenko,DL,24,135,150,Ukraine,Everton,8,13,12,7,12,5,13,12,10,12,13,4,14,12,12,12,15,12,14,11,13,16,7,8,13,13,13,16,15,14,11,13,14,15,15,11,13,12,15,3,6,2,3,3,3,2,1,2,1,2,3,2,180,71,20,9,5250,1999/5/29,57996.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Wilfried Singo,"DR,WBR",23,135,159,Ivory Coast,Torino,6,12,14,8,11,5,12,7,12,10,13,8,12,12,14,11,11,12,12,11,11,17,11,6,13,12,12,15,16,14,12,13,14,16,14,14,12,12,11,4,13,3,3,3,3,1,2,2,3,2,2,1,190,79,9,20,5359,2000/12/25,4999.0,,,right,False,False,True,0,0,0,0,0,0,True,0,0,0,0,0,True,"['DR_1', 'WBR_0']"
Fábio Abreu,ST,30,135,137,"Angola,Portugal,England",Khorfakkan Club,7,8,13,16,12,7,15,8,4,5,11,12,6,12,13,13,15,13,12,13,8,11,12,12,14,12,9,10,15,12,12,14,14,14,12,16,12,12,15,6,12,2,2,3,2,1,4,2,3,2,2,3,182,77,12,20,3252,1993/1/29,21421.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Fredrik Midtsjø,MC,30,135,143,Norway,Galatasaray A.Ş.,10,11,14,7,12,11,9,9,5,11,12,8,12,12,14,15,14,13,15,13,14,16,13,14,13,13,16,17,12,13,14,11,15,13,16,13,16,6,12,5,16,1,1,1,3,3,2,2,2,3,1,3,175,69,12,20,5450,1993/8/11,31249.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Dries Mertens,AMC,36,135,166,Belgium,Galatasaray A.Ş.,12,14,13,17,16,13,7,13,3,4,14,16,8,17,14,14,11,15,12,14,14,17,17,15,15,8,13,13,12,15,8,6,15,10,12,7,14,10,15,11,13,3,2,1,3,3,1,1,4,2,2,3,169,61,12,20,6400,1987/5/6,128205.0,,,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Rolando Mandragora,"DM,MC",26,135,145,Italy,ACF Fiorentina,13,10,11,10,14,13,7,11,8,12,14,11,14,14,14,14,14,12,13,14,13,14,14,13,14,14,15,14,13,13,14,10,13,13,13,13,15,10,15,7,13,2,3,2,1,3,2,1,2,1,3,3,183,75,20,9,5350,1997/6/29,56923.0,,,left,False,True,False,0,0,0,0,0,True,0,True,0,0,0,0,0,"['DM_2', 'MC_1']"
Fágner,DR,34,135,145,Brazil,COR,13,13,14,8,15,12,6,13,8,13,13,12,14,14,18,14,13,14,14,13,14,13,13,14,14,13,12,14,14,15,9,5,10,15,14,8,14,16,12,12,13,2,2,3,3,3,3,1,4,4,3,1,168,67,8,20,5177,1989/6/11,22363.0,,,right,False,False,True,0,0,0,0,0,0,True,0,0,0,0,0,0,['DR_0']
Pascal Struijk,DC,24,135,156,"Holland,Belgium,Indonesia",Leeds United,3,7,9,5,12,3,16,5,5,13,13,8,14,13,13,14,14,13,13,13,13,13,8,6,9,14,14,14,13,11,13,15,14,14,14,14,13,6,12,6,15,3,4,2,2,3,2,3,1,2,1,1,190,75,20,14,5750,1999/8/11,34798.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
