Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Positioning,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach(GK),Command Of Area(GK),Communication(GK),Eccentricity(GK),Handling(GK),Kicking(GK),One On Ones(GK),Reflexes(GK),Rushing Out(GK),Punching(GK),Throwing(GK),Height,Weight,Left Foot,Right Foot,World reputation,Date of birth,Salary,pics,video,preferred_foot,both,left,right,GK,cluster
Alexander Schwolow,GK,31,126,136,Germany,Hertha Berlin,5,1,2,1,11,7,5,1,3,1,11,2,1,11,11,12,12,13,12,11,12,11,6,12,1,13,12,10,11,14,12,15,12,12,12,12,8,9,11,8,14,13,12,13,12,12,14,14,13,11,14,12,190,84,11,20,5295,1992/6/2,47944.0,,,right,False,False,True,True,['GK_0']
Alex McCarthy,GK,34,126,140,"England,Republic of Ireland",Southampton,3,3,1,2,10,8,5,2,2,3,11,4,2,14,7,13,12,10,10,9,12,15,3,7,2,15,12,11,9,14,12,17,13,9,13,15,11,1,10,9,12,14,13,11,5,14,14,15,14,11,18,11,194,79,9,20,5250,1989/12/3,57996.0,,,right,False,False,True,True,['GK_0']
Marcos Felipe,GK,27,126,130,Brazil,FLU,7,2,3,1,11,8,8,3,2,2,11,4,2,11,6,11,13,11,11,9,12,12,1,6,2,11,12,9,10,14,10,13,12,10,10,10,12,12,12,9,11,12,13,13,5,13,12,13,13,12,14,12,185,75,18,20,2683,1996/4/13,2915.0,,,both,True,False,False,True,['GK_0']
Oscar Ustari,GK,37,126,140,"Argentina,Italy",Pachuca CF,3,3,3,3,9,7,5,3,1,3,10,13,1,11,10,13,11,12,10,11,10,12,8,13,3,14,13,14,12,14,12,13,7,10,8,14,9,4,14,16,14,11,12,13,7,13,13,13,15,15,7,13,184,82,11,20,4293,1986/7/3,11344.0,,,right,False,False,True,True,['GK_0']
Carlos Coronel,GK,27,126,140,Brazil,New York Red Bulls,3,3,7,1,10,4,4,13,15,3,12,5,3,9,11,10,14,10,12,9,9,12,3,9,1,14,14,13,11,13,16,18,14,12,13,16,9,6,10,6,1,15,13,11,4,13,14,10,14,12,11,16,192,88,9,20,4095,1996/12/29,10270.0,,,right,False,False,True,True,['GK_0']
Carlos Cáceda,GK,32,126,128,Peru,Football Club Melgar,3,1,1,1,6,6,1,1,3,3,15,3,3,3,12,13,13,11,10,10,15,12,3,15,3,13,9,10,14,13,11,15,13,14,7,9,14,12,1,13,12,14,11,12,7,14,12,15,14,10,8,9,185,78,5,20,2996,1991/9/27,3313.0,,,right,False,False,True,True,['GK_0']
Jean Butez,GK,28,126,126,France,R Antwerp FC,3,3,1,2,9,5,2,1,2,3,12,4,3,8,9,12,9,12,13,10,16,8,3,7,2,11,12,11,12,13,12,14,14,13,12,13,15,8,5,7,11,12,12,12,6,15,14,11,15,8,12,13,188,83,7,20,3026,1995/6/8,14999.0,,,right,False,False,True,True,['GK_0']
Marek Rodák,GK,27,126,145,Slovakia,Fulham,2,1,2,1,10,6,2,3,3,3,12,3,1,10,11,12,14,11,10,5,13,13,1,7,2,14,12,13,8,15,14,15,14,8,9,12,12,5,13,5,2,13,13,14,8,13,13,14,15,13,17,13,195,85,6,20,4838,1996/12/13,17399.0,,,right,False,False,True,True,['GK_0']
Léo Jardim,GK,28,126,140,"Brazil,Italy",LOSC Lille,5,3,2,2,9,7,8,2,1,3,10,3,2,7,8,14,12,13,13,12,12,13,1,10,3,10,10,11,11,15,12,13,14,12,11,10,13,10,9,9,10,13,12,10,8,14,12,12,16,11,9,13,188,74,10,20,4500,1995/3/20,18604.0,,,right,False,False,True,True,['GK_0']
Gavin Bazunu,GK,21,126,155,"Republic of Ireland,Nigeria",Southampton,3,1,3,1,11,4,8,2,2,1,13,3,3,11,8,11,11,12,8,12,10,15,8,7,12,12,12,11,12,13,13,13,13,11,13,10,12,5,8,4,10,14,14,13,4,16,14,14,16,11,9,12,189,79,8,20,5400,2002/2/20,46397.0,https://img.a.transfermarkt.technology/portrait/header/585550-1655476121.jpg?lm=1,https://www.youtube.com/watch?v=oU0PtJbZ0e0,right,False,False,True,True,['GK_0']
Sebastián Jurado,GK,26,126,142,Mexico,CD Cruz Azul,6,2,3,3,9,7,3,1,3,3,11,5,1,8,5,13,12,13,13,11,9,11,2,12,3,13,12,11,10,14,12,13,11,12,10,12,12,10,8,10,14,13,12,13,12,14,14,14,15,12,12,11,185,80,10,20,2982,1997/9/28,13824.0,,,right,False,False,True,True,['GK_0']
Mariano Andújar,GK,40,126,140,"Argentina,Italy",Club Estudiantes de La Plata,3,3,6,1,8,2,8,2,2,5,8,3,11,8,15,12,14,15,14,11,12,14,3,15,3,13,12,13,8,10,12,16,12,8,11,13,14,8,14,7,10,15,15,14,6,14,11,12,15,10,12,13,194,88,7,20,4234,1983/7/30,22085.0,,,right,False,False,True,True,['GK_0']
Dante Stipica,GK,32,126,126,Croatia,Pogoń Szczecin,6,1,3,1,7,8,8,1,3,3,9,1,3,7,13,12,16,12,8,5,12,13,1,13,1,12,14,12,13,15,11,14,14,10,10,12,12,6,13,8,15,13,15,12,16,15,7,14,18,16,14,8,189,79,3,20,2726,1991/5/30,3404.0,,,right,False,False,True,True,['GK_0']
Adrián Gabbarini,GK,38,126,135,"Argentina,Italy,Ecuador",Liga Deportiva Universitaria de Quito,3,2,1,2,9,5,6,3,3,1,13,2,1,11,12,10,13,14,12,9,11,15,7,17,6,11,14,14,10,12,14,12,11,8,11,14,14,8,14,13,14,13,13,14,6,13,12,16,15,12,6,12,182,82,8,20,3500,1985/10/10,5866.0,,,right,False,False,True,True,['GK_0']
João Ricardo,GK,35,126,129,Brazil,CEA,5,1,3,2,8,6,2,2,3,3,8,2,1,8,8,11,12,10,12,10,12,16,1,11,2,12,15,13,13,14,12,14,12,13,11,11,12,13,4,13,13,12,12,13,10,14,13,13,13,12,12,13,185,78,12,20,3064,1988/9/6,8759.0,,,right,False,False,True,True,['GK_0']
Willy Caballero,GK,42,126,151,"Argentina,Spain",Southampton,3,1,2,1,12,8,8,2,1,2,12,3,3,8,8,13,12,13,13,12,14,15,12,14,8,14,14,13,6,12,13,13,12,6,10,12,17,4,14,2,13,10,15,14,8,15,12,13,15,16,14,12,186,81,8,20,5500,1981/9/28,34798.0,,,right,False,False,True,True,['GK_0']
Ander Cantero,GK,28,126,136,"Spain,Pays Basque",Eibar,2,2,3,1,8,6,1,3,3,3,10,1,2,7,8,14,13,11,14,10,14,10,5,10,6,12,11,9,12,11,11,13,16,13,11,10,12,7,9,5,11,14,14,11,11,13,14,12,14,10,12,11,189,82,20,8,3753,1995/1/9,8088.0,,,left,False,True,False,True,['GK_1']
Sergio Romero,GK,36,126,155,"Argentina,Italy",Club Atlético Boca Juniors,4,1,2,1,10,7,4,1,2,1,9,1,6,10,10,10,14,12,10,11,11,9,8,11,1,14,12,8,11,13,15,14,10,14,10,16,12,9,13,4,1,14,11,13,13,11,16,14,15,14,14,12,192,87,7,20,5416,1987/2/22,14834.0,,,right,False,False,True,True,['GK_0']
Alan Aguerre,GK,33,126,133,Argentina,Club Atlético Talleres de Córdoba,5,2,2,3,8,6,8,3,1,1,12,10,3,9,11,14,14,14,12,8,10,15,8,13,7,13,10,10,8,14,12,10,14,9,13,14,11,6,14,9,14,12,14,12,12,14,14,14,16,12,8,12,181,76,8,20,3500,1990/8/23,14654.0,,,right,False,False,True,True,['GK_0']
Kim Seung-Gyu,GK,33,126,138,South Korea,Al-Shabab Football Club,3,3,2,2,11,4,10,1,1,3,12,3,2,12,8,9,10,11,11,11,11,17,11,11,11,13,10,10,12,13,13,12,10,11,12,12,8,7,1,9,7,15,15,16,11,15,12,15,12,11,12,9,187,76,9,20,4000,1990/9/30,22362.0,,,right,False,False,True,True,['GK_0']
Mikhail Kerzhakov,GK,36,126,126,Russia,Zenit St. Petersburg,5,1,3,1,8,7,1,2,2,3,14,1,1,8,10,11,13,13,13,12,10,17,10,12,1,12,13,13,12,13,10,15,15,11,11,12,13,8,10,7,11,13,14,13,7,14,13,12,14,13,13,12,191,82,10,20,4250,1987/1/28,29489.0,,,right,False,False,True,True,['GK_0']
Daniel Bachmann,GK,29,126,130,Austria,Watford,3,3,1,1,7,5,6,1,1,3,10,4,2,10,11,11,13,13,13,10,12,7,5,9,3,11,12,11,11,13,15,15,6,10,10,14,13,6,14,5,12,13,14,13,3,12,10,15,15,10,8,11,191,81,11,20,5192,1994/7/9,9279.0,,,right,False,False,True,True,['GK_0']
Wuilker Fariñez,GK,25,126,146,Venezuela,RC Lens,3,2,3,3,10,8,6,1,1,2,8,6,1,10,12,12,14,13,14,11,14,13,10,12,1,12,12,12,12,14,12,12,15,11,13,14,13,8,10,14,14,10,12,12,11,12,9,13,15,9,11,13,180,77,8,20,4990,1998/2/15,6699.0,,,right,False,False,True,True,['GK_0']
Guilherme3,GK,38,125,135,"Russia,Brazil",Lokomotiv Moscow,5,1,3,1,6,8,1,3,3,1,12,3,3,7,11,9,13,10,13,13,12,16,11,14,1,11,9,11,9,11,12,17,8,11,9,13,11,4,12,13,10,15,14,14,7,14,13,13,13,17,12,15,198,96,7,20,5500,1985/12/12,29999.0,,,right,False,False,True,True,['GK_0']
Leonardo Burián,GK,39,125,126,Uruguay,Club Atlético Vélez Sarsfield,5,2,2,2,8,6,6,3,2,1,8,3,1,7,9,15,10,14,14,9,12,11,4,14,6,15,15,15,9,10,14,12,12,10,12,15,14,8,15,11,12,13,12,14,5,14,15,14,12,8,8,14,188,85,8,20,4018,1984/1/21,9595.0,,,right,False,False,True,True,['GK_0']
Lawrence Zigi,GK,27,125,136,Ghana,FC St. Gallen 1879,5,1,2,1,8,9,10,1,1,1,12,1,1,8,7,12,15,12,11,6,11,12,8,8,2,13,10,8,9,11,14,15,13,8,8,14,13,10,13,7,12,14,13,12,8,13,14,12,16,18,7,13,188,87,15,20,4206,1996/11/29,4608.0,,,right,False,False,True,True,['GK_0']
Sebastián Viera,GK,40,125,135,"Uruguay,Italy",Club Deportivo Popular Junior F.C. S.A.,16,3,2,1,11,18,2,1,3,2,12,13,2,11,11,12,11,13,12,12,13,16,7,18,3,13,12,15,9,12,12,13,12,9,13,12,10,6,15,5,12,12,14,15,8,13,14,13,13,12,13,11,185,85,11,20,3042,1983/3/7,7276.0,,,right,False,False,True,True,['GK_0']
Alberto Brignoli,GK,32,125,130,Italy,Panathinaikos AO,2,1,3,6,13,6,10,3,2,1,12,6,2,12,10,14,12,13,11,13,13,17,10,12,3,14,13,12,9,14,10,13,14,10,12,11,15,6,14,2,12,12,11,10,9,14,14,14,14,15,12,14,188,74,20,7,3000,1991/8/19,6385.0,,,left,False,True,False,True,['GK_1']
Hugo Souza,GK,24,125,135,Brazil,FLA,10,2,3,3,8,13,1,2,3,2,6,1,2,9,13,11,16,11,10,11,9,12,2,9,1,12,12,12,14,18,13,18,13,13,8,15,11,8,13,7,13,12,10,11,5,13,7,14,16,11,14,14,199,95,5,20,3304,1999/1/31,5228.0,,,right,False,False,True,True,['GK_0']
Gianluigi Buffon,GK,45,125,194,Italy,Parma Calcio 1913,1,1,1,2,7,6,3,1,1,3,9,4,2,7,5,12,13,15,14,7,17,20,12,20,5,16,15,10,4,6,10,13,20,5,7,11,17,5,15,12,15,12,20,20,16,13,11,13,11,12,17,10,192,83,6,20,6237,1978/1/28,30239.0,,,right,False,False,True,True,['GK_0']
Simon Sluga,GK,30,125,135,"Croatia,Italy",Ludogorets Razgrad,4,3,3,2,10,6,8,1,2,1,12,3,2,9,12,12,12,8,11,8,12,15,3,11,2,13,12,13,12,14,14,15,13,12,13,14,12,8,5,6,12,13,12,12,16,13,13,13,15,15,15,11,191,83,6,20,4700,1993/3/17,8600.0,,,right,False,False,True,True,['GK_0']
Emiliano Viviano,GK,38,125,150,Italy,Fatih Karagümrük A.Ş.,4,1,1,2,9,5,10,3,3,2,8,4,3,4,8,12,14,11,11,8,13,13,8,14,14,15,12,13,7,12,16,16,14,9,12,14,14,2,16,12,15,14,15,15,10,12,14,14,13,12,12,16,195,90,20,5,5250,1985/12/1,14999.0,,,left,False,True,False,True,['GK_1']
Ron-Robert Zieler,GK,34,125,153,Germany,Hannover 96,4,3,3,1,9,5,6,1,2,3,10,5,3,10,13,13,12,14,12,9,12,11,6,15,2,15,11,9,10,13,14,15,17,10,11,12,17,5,16,5,15,11,12,12,10,13,12,15,16,15,12,12,187,82,7,20,5242,1989/2/12,19177.0,,,right,False,False,True,True,['GK_0']
Brenno,GK,24,125,142,Brazil,GRE,5,1,3,2,9,7,6,1,2,2,9,2,3,9,12,13,14,10,13,11,11,14,2,5,2,13,12,11,11,15,10,15,13,11,8,12,14,8,13,4,13,14,11,11,5,14,11,13,15,12,12,12,189,85,7,20,3049,1999/4/1,6709.0,,,right,False,False,True,True,['GK_0']
Alexander Domínguez,GK,36,125,140,"Ecuador,Colombia",Liga Deportiva Universitaria de Quito,4,1,1,2,9,6,7,3,1,1,9,1,1,7,13,12,11,12,9,11,12,13,3,13,7,11,12,11,10,16,13,18,16,10,13,12,11,6,12,5,13,17,8,13,9,12,12,15,16,16,14,13,195,84,8,20,3750,1987/6/5,5738.0,,,right,False,False,True,True,['GK_0']
Kristoffer Nordfeldt,GK,34,125,130,Sweden,AIK,2,6,3,2,8,7,6,3,3,3,11,2,3,8,6,13,12,14,13,9,14,12,12,11,4,13,7,7,9,12,12,16,12,8,10,13,14,4,12,13,13,12,13,12,13,14,16,14,14,12,13,14,189,85,7,20,4200,1989/6/23,5125.0,,,right,False,False,True,True,['GK_0']
Ibrahim Sehic,GK,35,125,130,Bosnia and Herzegovina,Konyaspor,3,2,2,3,8,6,2,1,2,1,12,2,1,8,14,11,14,12,13,7,11,11,6,15,2,12,14,11,11,13,10,14,16,10,11,11,13,7,11,8,11,13,14,14,5,14,13,9,15,16,13,11,191,80,20,7,5300,1988/9/2,19230.0,,,left,False,True,False,True,['GK_1']
Iván Villar,GK,26,125,141,Spain,Vigo,5,1,1,1,10,7,1,3,1,2,12,3,2,9,10,14,10,13,11,9,11,7,9,9,3,15,11,12,14,14,12,12,13,12,12,11,11,5,10,12,12,13,10,12,5,13,13,14,13,13,10,14,189,76,11,20,4004,1997/7/9,17260.0,,,right,False,False,True,True,['GK_0']
Juan Soriano,GK,26,125,143,Spain,Tenerife,5,3,2,1,7,9,4,3,1,2,7,3,2,7,9,13,13,13,14,7,13,16,7,12,5,13,12,11,9,14,12,12,12,9,13,12,14,8,11,6,14,13,14,13,10,13,12,13,16,12,13,12,185,78,20,8,3590,1997/8/23,6282.0,,,left,False,True,False,True,['GK_1']
Gauthier Gallon,GK,30,125,128,France,ESTAC Troyes,7,2,3,3,10,9,2,3,2,1,11,2,2,10,12,12,15,12,13,10,11,11,8,10,1,11,13,10,9,12,14,12,13,9,13,14,12,7,1,7,1,11,13,15,10,13,15,13,15,13,8,12,186,79,6,20,3495,1993/4/23,4499.0,,,right,False,False,True,True,['GK_0']
Nicolás Vikonis,GK,39,125,135,"Uruguay,Lithuania",Mazatlán Fútbol Club,5,1,5,2,10,8,2,2,13,3,11,3,9,12,14,13,13,12,13,10,13,12,8,16,12,12,12,12,9,13,13,12,13,11,12,12,16,6,12,5,12,13,13,14,5,12,12,12,13,12,9,13,184,76,20,12,3975,1984/4/6,4075.0,,,left,False,True,False,True,['GK_1']
Gastón Gómez,GK,27,125,128,Argentina,Racing Club de Avellaneda,4,1,2,3,3,5,1,3,14,1,12,1,1,8,6,14,12,11,11,11,13,11,2,6,3,16,8,11,12,13,12,12,10,8,14,15,11,9,16,6,11,13,11,11,11,12,14,13,14,7,7,16,189,88,7,20,3479,1996/3/4,4384.0,,,right,False,False,True,True,['GK_0']
Fabricio,GK,36,125,145,"Spain,Uruguay",,4,3,8,3,12,8,11,1,2,3,13,6,1,12,9,13,13,14,14,10,11,13,13,12,5,12,13,13,11,12,12,12,14,12,14,12,14,6,12,6,11,9,11,13,8,14,13,13,13,14,10,12,184,79,15,20,5500,1987/12/31,0.0,,,right,False,False,True,True,['GK_0']
Daniel Heuer Fernandes,GK,31,125,130,"Portugal,Germany",Hamburger SV,2,2,3,1,10,4,7,2,2,2,12,4,2,11,10,12,11,15,13,8,14,13,7,11,1,12,15,12,12,13,12,14,14,10,10,12,16,6,16,3,11,12,10,14,12,12,11,15,15,14,9,12,188,81,7,20,4488,1992/11/13,12945.0,,,right,False,False,True,True,['GK_0']
Gaspar Servio,GK,31,125,133,Argentina,C Guaraní,4,2,3,1,11,7,2,1,2,2,16,14,2,9,12,11,13,13,12,8,11,12,3,12,3,13,9,9,13,15,14,11,14,11,12,13,10,13,10,9,15,13,11,13,15,12,12,12,14,9,9,12,185,82,9,20,3500,1992/9/3,4674.0,,,right,False,False,True,True,['GK_0']
Raúl Fernández,GK,35,125,129,"Spain,Pays Basque",Granada,2,3,2,2,5,6,2,2,2,1,10,2,1,10,5,11,12,9,12,8,13,13,3,11,1,13,10,9,10,12,11,14,10,10,12,13,10,8,11,14,14,14,12,12,6,15,13,15,14,10,12,11,196,88,8,20,3950,1988/3/13,7964.0,,,right,False,False,True,True,['GK_0']
Iago Herrerín,GK,35,125,143,"Spain,Pays Basque",Valencia,2,3,3,3,10,6,11,3,1,3,10,5,3,9,8,12,15,13,12,11,12,14,11,13,5,13,12,13,9,12,8,12,14,7,13,14,12,5,13,7,15,13,13,13,2,15,12,12,14,14,17,12,187,89,9,20,4750,1988/1/25,7742.0,,,right,False,False,True,True,['GK_0']
José Devecchi,GK,28,125,131,"Argentina,Italy",Club Atlético San Lorenzo de Almagro,5,1,3,3,8,8,2,2,2,2,8,2,2,8,12,11,12,13,11,11,16,11,8,6,10,13,12,12,11,11,11,13,11,9,11,14,11,6,11,5,13,13,14,13,12,13,10,13,17,16,11,11,190,82,8,20,3479,1995/7/7,7189.0,,,right,False,False,True,True,['GK_0']
Sean Johnson,GK,34,125,127,"United States,Jamaica",New York City FC,4,3,5,3,9,7,8,3,6,1,12,5,6,9,15,13,15,11,12,10,12,16,4,15,7,13,15,12,9,15,12,15,11,9,12,15,12,7,11,7,10,15,11,10,6,12,8,14,16,14,11,9,191,99,6,20,4415,1989/5/31,9888.0,,,right,False,False,True,True,['GK_0']
Arijanet Murić,GK,25,125,150,"Kosovo,Montenegro,Switzerland",Burnley,5,1,1,1,13,8,4,3,3,2,12,3,1,12,16,14,17,12,12,12,12,15,2,7,3,12,10,11,12,12,12,18,7,16,8,13,8,10,9,5,10,16,12,10,5,12,8,14,15,14,8,12,198,87,6,20,5000,1998/11/7,27838.0,,,right,False,False,True,True,['GK_0']
Ertaç Özbir,GK,34,125,130,Turkey,Adana Demirspor A.Ş.,3,1,2,1,6,7,8,2,2,3,9,4,1,8,13,13,15,12,13,6,12,13,2,13,3,13,11,13,9,12,10,13,14,10,10,11,13,7,16,12,13,12,13,13,6,14,12,15,15,13,15,14,188,78,8,20,4008,1989/10/25,6636.0,,,right,False,False,True,True,['GK_0']
Javier García,GK,36,125,135,Argentina,Club Atlético Boca Juniors,1,2,2,1,7,4,3,3,3,3,8,3,3,6,8,12,12,13,12,12,13,11,10,10,1,12,12,14,12,16,14,11,12,14,13,13,15,5,9,12,13,9,8,11,12,13,16,13,15,8,15,14,181,75,8,20,3250,1987/1/29,11357.0,,,right,False,False,True,True,['GK_0']
Cláudio Ramos,GK,32,125,130,Portugal,FC Porto,4,1,3,1,10,8,8,3,3,2,12,1,2,10,11,12,13,12,12,10,13,16,1,14,1,13,13,14,11,14,12,12,13,11,12,11,14,12,12,3,11,12,11,13,14,12,14,12,15,15,8,10,183,83,7,20,4750,1991/11/16,6250.0,,,right,False,False,True,True,['GK_0']
Facundo Altamirano,GK,27,125,126,Argentina,Club Atlético Banfield,3,3,1,1,10,1,7,1,2,3,11,3,2,10,10,13,12,14,12,10,11,12,7,9,10,13,11,11,13,14,11,13,12,9,13,12,10,6,9,6,1,12,13,13,12,13,11,13,15,9,9,13,187,84,11,20,3330,1996/3/21,913.0,,,right,False,False,True,True,['GK_0']
Mark Travers,GK,24,125,145,Republic of Ireland,AFC Bournemouth,7,3,1,1,9,8,1,1,3,2,10,2,3,10,8,14,12,10,12,11,11,12,6,8,3,14,11,12,11,13,10,13,14,11,15,11,13,7,12,9,12,14,11,13,7,14,14,12,15,8,7,14,191,0,8,20,3757,1999/5/18,23198.0,,,right,False,False,True,True,['GK_0']
Roberto,GK,37,125,145,Spain,Valladolid,3,3,6,3,8,4,8,2,2,2,8,1,3,9,8,13,12,13,13,7,12,13,4,13,2,14,13,13,10,12,13,15,13,10,12,12,13,6,14,3,1,13,11,12,4,12,14,14,15,7,17,15,192,93,10,20,4750,1986/2/10,10547.0,,,right,False,False,True,True,['GK_0']
Florin Niţă,GK,36,125,125,Romania,Sparta Prague,2,4,3,2,9,3,10,2,2,5,12,3,7,10,10,12,13,13,13,10,11,11,2,12,5,12,10,9,11,15,13,13,15,8,13,13,14,5,11,3,1,11,11,12,7,15,13,13,14,11,10,14,183,77,7,20,5100,1987/7/3,9744.0,,,right,False,False,True,True,['GK_0']
Marius Müller,GK,30,125,132,Germany,FC Luzern,4,1,1,2,8,6,7,1,1,2,8,2,1,10,8,14,13,10,12,9,11,14,1,14,1,12,13,10,13,12,13,16,15,10,12,15,15,5,13,8,13,14,11,11,9,13,9,16,16,15,11,10,192,92,10,20,4037,1993/7/12,7928.0,,,right,False,False,True,True,['GK_0']
Alejandro Duarte,GK,29,125,125,"Peru,Germany",Club Sporting Cristal S.A.,4,3,2,2,6,8,1,1,2,2,12,3,2,6,14,10,16,10,12,10,15,9,2,14,1,12,11,10,13,13,11,8,15,13,9,9,12,6,14,10,13,13,13,8,4,14,12,13,15,8,7,10,184,78,7,20,2984,1994/4/5,2548.0,,,right,False,False,True,True,['GK_0']
Oliver Christensen,GK,24,125,142,Denmark,Hertha Berlin,3,1,1,1,10,6,6,2,2,2,10,4,2,10,17,15,16,16,12,11,11,17,2,13,1,11,12,10,12,13,12,15,6,11,11,12,13,15,1,5,13,15,14,11,7,12,11,11,14,16,13,11,190,82,8,20,3739,1999/3/22,6499.0,,,right,False,False,True,True,['GK_0']
Luis Malagón,GK,26,125,140,Mexico,CD Necaxa,2,2,1,1,11,1,2,1,12,3,11,1,3,10,12,11,12,11,14,1,13,11,5,10,8,12,11,11,9,13,9,13,11,11,12,13,10,6,11,5,11,13,12,13,7,14,12,14,15,10,12,12,182,73,10,20,2500,1997/3/2,8543.0,,,right,False,False,True,True,['GK_0']
Aldair Quintana,GK,29,125,130,Colombia,Atlético Nacional S.A.,5,2,2,2,10,9,8,2,1,3,10,3,3,12,10,13,12,12,13,12,13,12,11,12,8,12,12,12,12,13,10,17,12,12,12,13,14,8,8,12,15,13,12,13,5,13,11,13,13,10,7,12,194,85,8,20,2789,1994/7/11,8761.0,,,right,False,False,True,True,['GK_0']
Marcelo Lomba,GK,37,125,137,Brazil,SEP,1,2,2,1,8,4,8,1,2,3,8,6,3,8,14,12,14,10,11,8,11,12,4,15,1,13,12,11,11,14,13,15,13,10,13,13,14,8,11,6,14,14,11,12,5,13,13,14,15,8,13,12,190,83,9,20,2982,1986/12/18,9823.0,,,right,False,False,True,True,['GK_0']
Dominik Greif,GK,26,125,145,Slovakia,Mallorca,3,3,2,2,8,6,1,3,2,3,11,3,3,6,7,14,16,12,10,11,12,15,3,6,1,16,12,10,11,8,12,19,13,10,11,16,11,15,13,11,12,15,12,12,5,13,12,14,14,11,10,9,197,82,12,20,4250,1997/4/6,4790.0,,,right,False,False,True,True,['GK_0']
Diego Rodríguez,GK,34,125,130,"Argentina,Italy",Club Deportivo Godoy Cruz Antonio Tomba,12,3,1,1,11,14,8,12,1,2,12,13,1,9,10,10,15,12,11,8,11,12,11,14,6,12,12,13,12,14,11,12,13,12,12,13,13,4,7,10,12,12,10,10,16,12,15,14,15,12,6,13,184,80,20,11,2448,1989/6/25,8411.0,,,left,False,True,False,True,['GK_1']
Rafael1,GK,34,125,133,Brazil,ATM,1,5,7,6,6,1,8,1,1,1,10,8,2,5,14,11,14,12,14,10,12,15,1,12,2,14,13,12,12,13,12,16,14,11,12,10,11,5,14,7,1,15,13,13,1,14,12,10,13,10,15,11,192,82,20,4,3244,1989/6/23,5367.0,,,left,False,True,False,True,['GK_1']
Patrick Pentz,GK,26,124,134,Austria,Stade de Reims,3,4,6,4,11,3,7,6,10,5,10,5,8,9,9,10,11,9,11,9,11,15,6,11,9,15,16,14,11,16,10,13,14,13,14,11,15,4,11,5,4,10,11,12,10,13,10,11,16,13,12,10,182,81,20,11,4146,1997/1/2,9847.0,,,left,False,True,False,True,['GK_1']
Dani Figueira,GK,25,124,138,Portugal,Grupo Desportivo Estoril Praia - SAD,2,2,1,1,10,5,9,2,1,1,12,2,2,11,12,12,11,12,13,11,12,13,9,11,1,12,12,12,12,13,12,14,10,12,10,12,13,10,9,3,14,13,9,11,8,15,13,13,15,11,10,11,190,82,7,20,4193,1998/7/20,1950.0,,,right,False,False,True,True,['GK_0']
Maxime Dupé,GK,30,124,127,France,Toulouse FC,4,2,1,3,9,7,1,1,3,3,10,2,3,9,7,12,14,12,12,10,13,14,3,11,2,13,12,10,8,13,14,14,14,11,12,15,13,7,5,7,1,13,12,14,7,13,12,12,14,7,13,12,188,88,8,20,3742,1993/3/4,9693.0,,,right,False,False,True,True,['GK_0']
Jacob Rinne,GK,30,124,130,Sweden,Al-Fateh Football Club,3,1,3,1,12,5,10,2,1,2,13,2,2,12,10,11,11,14,12,13,11,12,9,13,3,12,12,10,12,14,11,14,14,13,14,10,15,2,12,8,13,12,12,13,11,13,12,14,15,14,10,11,188,86,20,7,4250,1993/6/20,19705.0,,,left,False,True,False,True,['GK_1']
Angus Gunn,GK,27,124,140,"England,Scotland",Norwich City,4,3,1,2,9,5,4,2,2,1,12,1,2,12,8,12,13,13,12,10,11,15,3,9,1,12,8,12,9,14,12,15,12,7,12,11,8,10,7,5,12,15,14,13,6,15,14,13,14,9,6,11,196,77,8,20,4750,1996/1/22,23198.0,,,right,False,False,True,True,['GK_0']
Freddie Woodman,GK,26,124,145,England,Preston North End,3,2,2,2,10,4,7,2,1,1,7,1,1,8,10,13,10,11,15,6,11,12,5,10,2,16,11,11,10,15,12,15,12,9,13,13,14,5,13,5,13,13,12,13,8,14,12,13,13,12,13,12,188,83,10,20,4015,1997/3/4,18559.0,,,right,False,False,True,True,['GK_0']
Milan Borjan,GK,36,124,126,"Canada,Serbia",FK Crvena zvezda Beograd,4,2,3,1,7,8,7,2,2,3,8,11,9,3,12,11,16,12,13,7,11,15,9,14,4,14,11,10,9,13,14,16,15,9,10,15,12,15,15,8,14,14,15,13,7,13,9,14,15,13,10,13,195,87,4,20,4738,1987/10/23,8000.0,,,right,False,False,True,True,['GK_0']
Daniel Iversen,GK,26,124,150,Denmark,Leicester City,6,3,3,1,10,8,2,2,3,3,10,3,2,9,9,11,12,10,11,9,12,14,1,12,3,13,12,11,9,14,10,15,12,9,12,13,14,6,10,3,14,14,14,13,4,13,11,15,15,9,14,11,193,80,8,20,3753,1997/7/19,23198.0,,,right,False,False,True,True,['GK_0']
Alfredo Aguilar,GK,35,124,125,Paraguay,Club Olimpia,4,3,3,2,13,6,6,1,1,1,15,4,1,8,5,12,13,15,12,13,12,14,3,9,3,8,14,13,14,15,11,12,13,13,12,12,12,9,12,8,11,12,9,10,12,11,15,12,15,11,14,11,184,79,12,20,2444,1988/7/18,3909.0,,,right,False,False,True,True,['GK_0']
